problem,family,run,seed,candidateIndex,generation,FE,source,selectionMode,sector,eligible,selected,prob,absProbHalf,queryScore,disagreement,reliability,paretoValue,boundaryTrust,trustWeight,utility,shortlisted
MW1_BC,MW_BC,1,1703,164,95,19300,1,5,20,0,0,0.503699899385255,0.0036998993852545,0.992600201229491,2.53528146002081e-05,1,0,0.992600201229491,0,0,0
MW1_BC,MW_BC,1,1703,165,95,19300,1,5,23,0,0,0.473189346175462,0.026810653824538,0.946378692350924,0.00548568979160665,1,0,0.946378692350924,0,0,0
MW1_BC,MW_BC,1,1703,166,95,19300,1,5,67,1,1,0.501333141912725,0.00133314191272538,0.997333716174549,0.000538338724425627,1,0,0.997333716174549,0,0,1
MW1_BC,MW_BC,1,1703,167,96,19500,1,5,1,0,0,0.500472506367721,0.00047250636772056,0.999054987264559,0.000972788765418292,1,0,0.999054987264559,0,0,0
MW1_BC,MW_BC,1,1703,168,96,19500,1,5,17,0,0,0.495966931170188,0.00403306882981241,0.991933862340375,0.000314163084159693,1,0,0.991933862340375,0,0,0
MW1_BC,MW_BC,1,1703,169,96,19500,1,5,19,0,0,0.495113437617156,0.00488656238284407,0.990226875234312,0.000337250716297,1,0,0.990226875234312,0,0,0
MW1_BC,MW_BC,1,1703,170,96,19500,1,5,20,0,0,0.494930927601589,0.00506907239841148,0.989861855203177,0.000687950956737363,1,0,0.989861855203177,0,0,0
MW1_BC,MW_BC,1,1703,171,96,19500,1,5,68,0,0,0.497357605972447,0.0026423940275529,0.994715211944894,0.000462347105439452,1,0,0.994715211944894,0,0,0
MW1_BC,MW_BC,1,1703,172,97,19702,1,5,1,1,1,0.488632229580454,0.0113677704195463,0.977264459160907,0.000909514154135055,1,0,0.977264459160907,0,0,1
MW1_BC,MW_BC,1,1703,173,97,19702,1,5,20,0,0,0.503927285246097,0.00392728524609731,0.992145429507805,0.000895637160766842,1,0,0.992145429507805,0,0,0
MW1_BC,MW_BC,1,1703,174,97,19702,1,5,18,0,0,0.501144832075654,0.00114483207565363,0.997710335848693,0.00109715042014103,1,0,0.997710335848693,0,0,0
MW1_BC,MW_BC,1,1703,175,97,19702,1,5,69,0,0,0.497575058026539,0.00242494197346055,0.995150116053079,0.000101862533128226,1,0,0.995150116053079,0,0,0
MW1_BC,MW_BC,1,1703,176,98,19902,1,5,1,0,0,0.499486667772536,0.000513332227463525,0.998973335545073,0.000268021905422706,1,0,0.998973335545073,0,0,0
MW1_BC,MW_BC,1,1703,177,98,19902,1,5,68,0,0,0.500790956391483,0.000790956391482633,0.998418087217035,0.00037319453843585,1,0,0.998418087217035,0,0,0
MW1_BC,MW_BC,1,1703,178,98,19902,1,5,20,0,0,0.491208150122041,0.00879184987795883,0.982416300244082,0.000988497065493958,1,0,0.982416300244082,0,0,0
MW1_BC,MW_BC,1,1703,179,98,19902,1,5,18,0,0,0.499889083860058,0.000110916139942407,0.999778167720115,0.00169465773627907,1,0,0.999778167720115,0,0,0
MW1_BC,MW_BC,1,1703,180,98,19902,1,5,84,0,0,0.474410738359304,0.0255892616406961,0.948821476718608,0.00149697065507026,1,0,0.948821476718608,0,0,0
MW1_BC,MW_BC,1,1703,181,98,19902,1,5,81,0,0,0.464785760316751,0.035214239683249,0.929571520633502,0.00126419348825078,1,0,0.929571520633502,0,0,0
MW1_BC,MW_BC,1,1703,182,99,20102,1,5,1,0,0,0.512915221393936,0.0129152213939361,0.974169557212128,0.000320356334801914,1,0,0.974169557212128,0,0,0
MW1_BC,MW_BC,1,1703,183,99,20102,1,5,18,0,0,0.493769833976952,0.00623016602304788,0.987539667953904,0.00368075205076471,1,0,0.987539667953904,0,0,0
MW1_BC,MW_BC,1,1703,184,99,20102,1,5,5,1,0,0.496377252879332,0.00362274712066829,0.992754505758663,0.0012773931489886,1,0,0.992754505758663,0,0,0
MW1_BC,MW_BC,1,1703,185,99,20102,1,5,85,0,0,0.441079978897011,0.0589200211029888,0.882159957794022,0.00401414504011417,1,0,0.882159957794022,0,0,0
MW1_BC,MW_BC,1,1703,186,99,20102,1,5,21,0,0,0.499883280948721,0.000116719051278968,0.999766561897442,0.000329071851341629,1,0,0.999766561897442,0,0,0
