problem,run,target_FE,actual_FE,generation,figure_file,branch,common_figure_file
LIRCMOP7_BC,1,100000,100070,441,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP7_BC_run1_FE100000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP7_BC_run1_FE100000_domain_boundary.png
LIRCMOP8_BC,1,10000,10050,47,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP8_BC_run1_FE010000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP8_BC_run1_FE010000_domain_boundary.png
LIRCMOP8_BC,1,30000,30130,136,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP8_BC_run1_FE030000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP8_BC_run1_FE030000_domain_boundary.png
LIRCMOP8_BC,1,50000,50080,226,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP8_BC_run1_FE050000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP8_BC_run1_FE050000_domain_boundary.png
LIRCMOP8_BC,1,70000,70090,313,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP8_BC_run1_FE070000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP8_BC_run1_FE070000_domain_boundary.png
LIRCMOP8_BC,1,100000,100220,444,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP8_BC_run1_FE100000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP8_BC_run1_FE100000_domain_boundary.png
LIRCMOP9_BC,1,10000,10190,48,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP9_BC_run1_FE010000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP9_BC_run1_FE010000_domain_boundary.png
LIRCMOP9_BC,1,30000,30130,142,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP9_BC_run1_FE030000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP9_BC_run1_FE030000_domain_boundary.png
LIRCMOP9_BC,1,50000,50180,231,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP9_BC_run1_FE050000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP9_BC_run1_FE050000_domain_boundary.png
LIRCMOP9_BC,1,70000,70050,320,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP9_BC_run1_FE070000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP9_BC_run1_FE070000_domain_boundary.png
LIRCMOP9_BC,1,100000,100220,453,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP9_BC_run1_FE100000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP9_BC_run1_FE100000_domain_boundary.png
