problem,run,target_FE,actual_FE,gen,figure_file,variant,condition_mode
LIRCMOP6_BC,1,30000,30185,140,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP6_BC_run1/figures/LIRCMOP6_BC_run1_targetFE030000.png,C_ref_y,ref_y
LIRCMOP6_BC,1,50000,50205,231,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP6_BC_run1/figures/LIRCMOP6_BC_run1_targetFE050000.png,C_ref_y,ref_y
LIRCMOP6_BC,1,70000,70005,321,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP6_BC_run1/figures/LIRCMOP6_BC_run1_targetFE070000.png,C_ref_y,ref_y
LIRCMOP6_BC,1,100000,100145,458,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP6_BC_run1/figures/LIRCMOP6_BC_run1_targetFE100000.png,C_ref_y,ref_y
LIRCMOP6_BC,1,NaN,NaN,458,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP6_BC_run1/figures/LIRCMOP6_BC_run1_diagnostic_trends.png,C_ref_y,ref_y
LIRCMOP7_BC,1,10000,10116,47,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP7_BC_run1/figures/LIRCMOP7_BC_run1_targetFE010000.png,C_ref_y,ref_y
LIRCMOP7_BC,1,30000,30136,138,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP7_BC_run1/figures/LIRCMOP7_BC_run1_targetFE030000.png,C_ref_y,ref_y
LIRCMOP7_BC,1,50000,50156,229,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP7_BC_run1/figures/LIRCMOP7_BC_run1_targetFE050000.png,C_ref_y,ref_y
LIRCMOP7_BC,1,70000,70176,320,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP7_BC_run1/figures/LIRCMOP7_BC_run1_targetFE070000.png,C_ref_y,ref_y
LIRCMOP7_BC,1,100000,100096,456,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP7_BC_run1/figures/LIRCMOP7_BC_run1_targetFE100000.png,C_ref_y,ref_y
LIRCMOP7_BC,1,NaN,NaN,456,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP7_BC_run1/figures/LIRCMOP7_BC_run1_diagnostic_trends.png,C_ref_y,ref_y
LIRCMOP8_BC,1,10000,10166,48,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP8_BC_run1/figures/LIRCMOP8_BC_run1_targetFE010000.png,C_ref_y,ref_y
LIRCMOP8_BC,1,30000,30186,139,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP8_BC_run1/figures/LIRCMOP8_BC_run1_targetFE030000.png,C_ref_y,ref_y
LIRCMOP8_BC,1,50000,50206,230,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP8_BC_run1/figures/LIRCMOP8_BC_run1_targetFE050000.png,C_ref_y,ref_y
LIRCMOP8_BC,1,70000,70006,320,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP8_BC_run1/figures/LIRCMOP8_BC_run1_targetFE070000.png,C_ref_y,ref_y
LIRCMOP8_BC,1,100000,100146,457,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP8_BC_run1/figures/LIRCMOP8_BC_run1_targetFE100000.png,C_ref_y,ref_y
LIRCMOP8_BC,1,NaN,NaN,457,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP8_BC_run1/figures/LIRCMOP8_BC_run1_diagnostic_trends.png,C_ref_y,ref_y
LIRCMOP9_BC,1,10000,10201,47,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP9_BC_run1/figures/LIRCMOP9_BC_run1_targetFE010000.png,C_ref_y,ref_y
LIRCMOP9_BC,1,30000,30038,138,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP9_BC_run1/figures/LIRCMOP9_BC_run1_targetFE030000.png,C_ref_y,ref_y
LIRCMOP9_BC,1,50000,50058,229,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP9_BC_run1/figures/LIRCMOP9_BC_run1_targetFE050000.png,C_ref_y,ref_y
LIRCMOP9_BC,1,70000,70078,320,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP9_BC_run1/figures/LIRCMOP9_BC_run1_targetFE070000.png,C_ref_y,ref_y
LIRCMOP9_BC,1,100000,100218,457,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP9_BC_run1/figures/LIRCMOP9_BC_run1_targetFE100000.png,C_ref_y,ref_y
LIRCMOP9_BC,1,NaN,NaN,457,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP9_BC_run1/figures/LIRCMOP9_BC_run1_diagnostic_trends.png,C_ref_y,ref_y
LIRCMOP10_BC,1,10000,10169,47,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP10_BC_run1/figures/LIRCMOP10_BC_run1_targetFE010000.png,C_ref_y,ref_y
LIRCMOP10_BC,1,30000,30189,138,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP10_BC_run1/figures/LIRCMOP10_BC_run1_targetFE030000.png,C_ref_y,ref_y
LIRCMOP10_BC,1,50000,50209,229,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP10_BC_run1/figures/LIRCMOP10_BC_run1_targetFE050000.png,C_ref_y,ref_y
LIRCMOP10_BC,1,70000,70009,319,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP10_BC_run1/figures/LIRCMOP10_BC_run1_targetFE070000.png,C_ref_y,ref_y
LIRCMOP10_BC,1,100000,100149,456,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP10_BC_run1/figures/LIRCMOP10_BC_run1_targetFE100000.png,C_ref_y,ref_y
LIRCMOP10_BC,1,NaN,NaN,456,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP10_BC_run1/figures/LIRCMOP10_BC_run1_diagnostic_trends.png,C_ref_y,ref_y
