problem,run,condition_mode,target_FE,actual_FE,gen,bmem_count,boundary_count,bmem_ref_coverage,finite_gap_count,inf_gap_count,median_gap,max_gap,train_count,query_count,condition_dim,train_param_ratio,gan_sample_reuse,train_pair_dec_dist50,train_pair_dec_dist90,train_tau_iqr,missing_ref_query_count,large_gap_query_count,raw_generated_count,feasible_generated_count,generated_per_train,boundary_dist50,boundary_dist90,query_width90,segment_width90,segment_width90_ratio,side_rate,pair_margin50,ref_cover,query_obj_dist50,query_obj_dist90,missing_ref_query_obj_dist90,large_gap_query_obj_dist90,feasible_rate,boundary_sample_current_count,boundary_sample_prev_pair_count,boundary_sample_merged_count,boundary_sample_finite_count,boundary_feasible_count,boundary_infeasible_count,boundary_main_feasible_count,boundary_ref_with_main_feasible_count,boundary_ref_with_neighbor_infeasible_count,boundary_ref_pairable_count,boundary_pair_distance_count,boundary_pair_dominated_skip_count,boundary_pair_appended_count,boundary_candidate_raw_count,boundary_candidate_finite_count,boundary_candidate_pareto_count,boundary_candidate_gap_count,boundary_candidate_dedup_count,boundary_candidate_final_count,dataset_bmem_input_count,dataset_valid_train_count,dataset_invalid_train_count,dataset_query_count,variant
DASCMOP1_BC,1,ref_y,10000,10218,46,33,1,0.11,33,0,0.0018919077267293,0.00539950891913136,33,20,4,0.0017159794082471,96.969696969697,0.860971354586335,1.24517825796556,0,0,20,20,14,0.606060606060606,0.0466851409048521,0.0495417532676917,0,0.0501138492793288,NaN,0.75,0.0581082357973666,1,0.0471011209061409,0.0501395801649755,NaN,0.0501395801649755,0.7,400,33,466,466,172,294,68,12,100,12,5696,0,36,36,36,36,33,33,33,33,33,0,20,C_ref_y
DASCMOP1_BC,1,ref_y,30000,30163,137,66,1,0.22,66,0,0.00608937346070939,0.014540271478341,66,20,4,0.0034319588164942,48.4848484848485,0.493746859005262,0.771107567778156,0,20,0,20,6,0.303030303030303,0.0253228908478367,0.0607799521152903,0,0.0619574184233895,NaN,0.95,0.0628188677237336,0.181818181818182,0.0266066299092811,0.0633828998951822,0.0633828998951822,NaN,0.3,400,66,532,532,210,322,102,23,93,23,5291,1,69,69,69,69,66,66,66,66,66,0,20,C_ref_y
DASCMOP1_BC,1,ref_y,50000,50183,228,84,1,0.28,84,0,0.00309994558317913,0.00941487329477325,84,20,4,0.00436794758462898,38.0952380952381,0.510240097883366,0.665263829404598,0,20,0,20,4,0.238095238095238,0.0276000776413698,0.0491032035914354,0,0.0491032035914354,NaN,0.2,-0.0326639149790786,0.0714285714285714,0.0323370003835988,0.0529655241059477,0.0529655241059477,NaN,0.2,400,78,556,556,226,330,178,28,100,28,9182,0,84,84,84,84,84,84,84,84,84,0,20,C_ref_y
DASCMOP1_BC,1,ref_y,70000,70203,319,78,1,0.26,78,0,0.000950389212896286,0.00360476927920898,78,20,4,0.00405595132858406,41.025641025641,0.528373281088098,0.689697623192811,0,20,0,20,0,0.256410256410256,0.0104687930136483,0.0152392737303272,0,0.0152392737303272,NaN,1,0.0862784431564741,0,0.014588705587617,0.0207210862491774,0.0207210862491774,NaN,0,400,78,556,556,212,344,179,29,100,29,9353,0,87,87,87,87,78,78,78,78,78,0,20,C_ref_y
DASCMOP1_BC,1,ref_y,100000,100123,455,91,1,0.31,91,0,0.00142805349786679,0.00583736383993518,91,20,4,0.0047319432166814,35.1648351648352,0.500479371112301,0.750638849605784,0,20,0,20,1,0.21978021978022,0.0929511481369313,0.148732269509657,0,0.148732269509657,NaN,0.7,0.0501961433949003,0.0645161290322581,0.0952491767126866,0.150976680685456,0.150976680685456,NaN,0.05,400,84,568,568,226,342,184,31,100,31,8697,0,93,93,93,93,91,91,91,91,91,0,20,C_ref_y
DASCMOP2_BC,1,ref_y,10000,10211,46,42,1,0.14,42,0,0.00127459675905599,0.00288952702746977,42,20,4,0.00218397379231449,76.1904761904762,0.689875779837625,0.893996424003149,0,0,20,20,0,0.476190476190476,0.127226064431281,0.152628067009537,0,0.153159145565112,NaN,0.95,0.111646240988051,0,0.130733144974566,0.153315488004312,NaN,0.153315488004312,0,400,42,484,484,184,300,64,15,100,15,5728,0,45,45,45,45,42,42,42,42,42,0,20,C_ref_y
DASCMOP2_BC,1,ref_y,30000,30011,136,108,1,0.36,108,0,0.00728566344118536,0.0244131316380372,108,20,4,0.00561593260880869,29.6296296296296,0.768590204654934,0.958463859135638,0,10,10,20,1,0.185185185185185,0.0733292884456989,0.0825099754660059,0,0.0880922998174472,NaN,0.55,0.0234285735780966,0.0555555555555556,0.0775434813248094,0.0896834687188351,0.0888250244544432,0.0901167883953661,0.05,400,105,610,610,253,357,207,36,100,36,11571,0,108,108,108,108,108,108,108,108,108,0,20,C_ref_y
DASCMOP2_BC,1,ref_y,50000,50031,227,141,1,0.47,141,0,0.00268774680051525,0.0103475773200869,141,20,4,0.0073319120170558,22.6950354609929,0.774061542306101,1.0829300076676,0,2,18,20,2,0.141843971631206,0.0283603367227895,0.0325141804524848,0,0.0414474883611008,NaN,0.8,0.0968085659922295,0.0851063829787234,0.0313918716773857,0.0441443668886505,0.0469278060481397,0.0401839785670549,0.1,400,129,658,658,268,390,226,47,100,47,10924,0,141,141,141,141,141,141,141,141,141,0,20,C_ref_y
DASCMOP2_BC,1,ref_y,70000,70051,318,138,1,0.46,138,0,0.00134433568157107,0.0049613395899492,138,20,4,0.00717591388903333,23.1884057971014,0.739567002284417,1.0829300076676,0,5,15,20,6,0.144927536231884,0.0211807029731673,0.0272872921905798,0,0.0282253204486417,NaN,0.75,0.0775109692805186,0.152173913043478,0.023288719350805,0.0290165274955289,0.0289635862936304,0.0290694686974273,0.3,400,138,676,676,279,397,238,48,100,48,11836,0,144,144,144,144,138,138,138,138,138,0,20,C_ref_y
DASCMOP2_BC,1,ref_y,100000,100191,455,117,1,0.39,117,0,0.000778360722093635,0.00386783106827283,117,20,4,0.00608392699287609,27.3504273504273,0.739567002284417,1.07525251423917,0,11,9,20,2,0.170940170940171,0.0177961198500702,0.039211327730166,0,0.0425816333609702,NaN,0.75,0.0692925031163024,0.0512820512820513,0.018179487698177,0.0450243926825795,0.0448996703988732,0.0450708720826944,0.1,400,117,634,634,256,378,217,48,100,48,9886,0,144,144,144,144,117,117,117,117,117,0,20,C_ref_y
DASCMOP4_BC,1,ref_y,10000,10071,48,25,1,0.09,25,0,0.00668898403681458,0.0225546862929082,25,20,4,0.0012999844001872,100,0.10925157574805,0.140218703752396,0,20,0,20,0,0.8,2.33102907327377,2.37597415696277,0,2.37824703662965,NaN,0.45,-0.00092628527725809,0,2.33338398738381,2.37888019726038,2.37888019726038,NaN,0,400,27,454,454,201,253,49,10,100,10,915,48,26,26,26,26,25,25,25,25,25,0,20,C_ref_y
DASCMOP4_BC,1,ref_y,30000,30091,139,64,1,0.22,64,0,0.000403428059820939,0.00103130745510737,64,20,4,0.00332796006447923,50,0.00108745409245829,0.0185617316723072,0,20,0,20,0,0.3125,1.2409141739573,1.48520667824865,0,1.49080075765419,NaN,0.5,-0.000239004999523063,0,1.24532304771324,1.49336270061203,1.49336270061203,NaN,0,400,68,536,536,184,352,174,24,100,24,7606,0,72,72,72,72,64,64,64,64,64,0,20,C_ref_y
DASCMOP4_BC,1,ref_y,50000,50111,230,51,1,0.17,51,0,0.000110810600139499,0.000274030397481643,51,20,4,0.00265196817638188,62.7450980392157,0.00101395356019085,0.173713793041862,0,20,0,20,0,0.392156862745098,0.56266377981095,0.640494933256658,0,0.640494933256658,NaN,0.6,6.3011748974745e-05,0,0.565492575716039,0.643457193163585,0.643457193163585,NaN,0,400,54,508,508,169,339,157,25,100,25,7224,0,75,75,75,75,51,51,51,51,51,0,20,C_ref_y
DASCMOP4_BC,1,ref_y,70000,70131,321,51,1,0.17,51,0,5.52398085690073e-05,0.000162640814928827,51,20,4,0.00265196817638188,62.7450980392157,0.000890235839676285,0.00150234699504236,0,20,0,20,0,0.392156862745098,0.210281987782032,0.318788361869211,0,0.318788361869211,NaN,0.85,0.000374015693193543,0,0.211656279390445,0.320315493531299,0.320315493531299,NaN,0,400,56,512,512,172,340,162,25,100,25,6931,0,75,75,75,75,51,51,51,51,51,0,20,C_ref_y
DASCMOP4_BC,1,ref_y,100000,100051,457,51,1,0.17,51,0,5.26712862440295e-05,0.000137976448246278,51,20,4,0.00265196817638188,62.7450980392157,0.000866457863121388,0.00137859843839115,0,20,0,20,0,0.392156862745098,0.130798503636256,0.206252945795362,0,0.206252945795362,NaN,0.55,0.000247935838800973,0,0.131653492269508,0.207768274946217,0.207768274946217,NaN,0,400,52,504,504,165,339,154,21,100,21,6845,0,63,63,63,63,51,51,51,51,51,0,20,C_ref_y
DASCMOP5_BC,1,ref_y,10000,10000,49,0,0,NaN,0,0,NaN,NaN,0,0,4,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,0,400,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C_ref_y
DASCMOP5_BC,1,ref_y,30000,30000,149,0,0,NaN,0,0,NaN,NaN,0,0,4,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,0,400,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C_ref_y
DASCMOP5_BC,1,ref_y,50000,50000,249,0,0,NaN,0,0,NaN,NaN,0,0,4,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,0,400,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C_ref_y
DASCMOP5_BC,1,ref_y,70000,70201,346,42,1,0.14,42,0,0.00120508180865151,0.00321326587061725,42,20,4,0.00218397379231449,76.1904761904762,0.0192819743393172,0.22843318188738,0,20,0,20,0,0.476190476190476,1.79548627992283,2.01015689685103,0,2.01728491470274,NaN,0.75,0.00260832463300968,0,1.80342941082098,2.0176201075241,2.0176201075241,NaN,0,400,36,472,472,230,242,209,23,87,18,3756,29,50,50,50,50,42,42,42,42,42,0,20,C_ref_y
DASCMOP5_BC,1,ref_y,100000,100121,482,81,1,0.27,81,0,0.0010545837902981,0.00228427538304679,81,20,4,0.00421194945660652,39.5061728395062,0.0153366132112368,0.143078784946404,0,20,0,20,0,0.246913580246914,0.635951735988106,1.05706198208517,0,1.06029589861677,NaN,0.65,0.000122992134362197,0,0.639522435840973,1.0617491453994,1.0617491453994,NaN,0,400,66,532,532,220,312,196,28,100,28,4046,72,84,84,84,84,81,81,81,81,81,0,20,C_ref_y
LIRCMOP5_BC,1,ref_y,10000,10100,48,90,1,0.3,90,0,0.00297770958162327,0.00981028798039714,90,20,4,0.00467994384067391,35.5555555555556,0.325170127868668,0.469502122421167,0,20,0,20,20,0.222222222222222,0.013897358336982,0.0237969882814036,0,0.0469071540323512,NaN,0.85,0.0381670744255482,0.5,0.0341885556852244,0.0488440375354526,0.0488440375354526,NaN,1,400,81,562,562,442,120,203,48,84,35,1864,0,104,104,104,104,90,90,90,90,90,0,20,C_ref_y
LIRCMOP5_BC,1,ref_y,30000,30115,139,49,1,0.17,49,0,0.00251440812938103,0.0135632611742126,49,20,4,0.00254796942436691,65.3061224489796,0.239649012960723,0.410246120154447,0,8,12,20,5,0.408163265306122,0.00851645569301671,0.0109906452589204,0,0.011661646356942,NaN,0.9,0.0286109945601582,0.352941176470588,0.0099608596449272,0.0124237614150492,0.0120167954429085,0.0129650644432638,0.25,400,44,488,488,390,98,208,62,25,17,4309,5,51,51,51,51,49,49,49,49,49,0,20,C_ref_y
LIRCMOP5_BC,1,ref_y,50000,50135,230,123,1,0.41,123,0,0.00348215996959429,0.0100000983385983,123,20,4,0.00639592324892101,26.0162601626016,0.476500356397528,0.789675570107559,0,20,0,20,5,0.16260162601626,0.0126603890327177,0.0278108193888303,0,0.0435594751112982,NaN,0.85,0.0835218862340069,0.195121951219512,0.0362256684205236,0.055591156592604,0.055591156592604,NaN,0.25,400,126,652,652,327,325,229,45,100,45,9401,6,135,135,135,135,123,123,123,123,123,0,20,C_ref_y
LIRCMOP5_BC,1,ref_y,70000,70155,321,98,1,0.33,98,0,0.00669509183552069,0.0215694727188956,98,20,4,0.00509593884873382,32.6530612244898,0.137520449571867,0.281571196615004,0,20,0,20,0,0.204081632653061,0.00321309619288561,0.00345700686505811,0,0.0059085781315327,NaN,1,0.228015267490606,0,0.00637211778035088,0.00715099965830476,0.00715099965830476,NaN,0,400,93,586,586,351,235,269,57,100,57,6588,1329,143,143,143,143,98,98,98,98,98,0,20,C_ref_y
LIRCMOP5_BC,1,ref_y,100000,100075,457,75,1,0.25,75,0,0.00699803624203926,0.0115000340510868,75,20,4,0.00389995320056159,42.6666666666667,0.133785288249467,0.190366247521948,0,20,0,20,0,0.266666666666667,0.00378573593681233,0.00945011526228475,0,0.00948861446915959,NaN,1,0.029719102919719,0,0.00588974554185516,0.0107903027149614,0.0107903027149614,NaN,0,400,75,550,550,352,198,272,70,100,70,4850,2369,99,99,99,99,75,75,75,75,75,0,20,C_ref_y
LIRCMOP6_BC,1,ref_y,10000,10165,49,43,1,0.15,43,0,0.00687781317626527,0.0193025569415009,43,20,4,0.00223597316832198,74.4186046511628,0.307204203794904,0.405924681910663,0,20,0,20,20,0.465116279069767,0.0637616476424879,0.0691978163604019,0,0.0703879636875956,NaN,0.7,0.0194946670445036,0.733333333333333,0.0664947404555972,0.0719430048988013,0.0719430048988013,NaN,1,400,33,466,466,415,51,145,41,51,16,655,0,46,46,46,46,43,43,43,43,43,0,20,C_ref_y
LIRCMOP6_BC,1,ref_y,30000,30185,140,117,1,0.39,117,0,0.00134905455535959,0.005045281106568,117,20,4,0.00608392699287609,27.3504273504273,0.374785636293214,0.640900435183714,0,18,2,20,7,0.170940170940171,0.00459999724368914,0.0144098244275489,0,0.0164337911643562,NaN,0.75,0.0314596590183868,0.205128205128205,0.00696966691991093,0.0171016473837877,0.0172988982213984,0.0152401109523911,0.35,400,141,682,682,459,223,310,64,63,44,7903,2,132,132,132,132,117,117,117,117,117,0,20,C_ref_y
LIRCMOP6_BC,1,ref_y,50000,50205,231,216,1,0.72,216,0,0.00375766845828869,0.0130388098339505,216,20,4,0.0112318652176174,14.8148148148148,0.380942047060262,0.627237734571327,0,20,0,20,5,0.0925925925925926,0.00367500157924654,0.00990454831852287,0,0.0110113128853056,NaN,0.55,0.0133514660497349,0.0833333333333333,0.00831810060375801,0.0111820253161038,0.0111820253161038,NaN,0.25,400,222,844,844,462,382,361,76,100,76,12475,0,228,228,228,228,216,216,216,216,216,0,20,C_ref_y
LIRCMOP6_BC,1,ref_y,70000,70005,321,51,1,0.17,51,0,0.00932630191350708,0.0375635798684311,51,20,4,0.00265196817638188,62.7450980392157,0.131758261618196,0.179275519089467,0,20,0,20,1,0.392156862745098,0.00113894793375889,0.00207302487656076,0,0.00219872766999685,NaN,0.7,0.0148239052855632,0.117647058823529,0.00391059531836972,0.00439442357381506,0.00439442357381506,NaN,0.05,400,51,502,502,298,204,212,68,100,68,4799,1634,54,54,54,54,51,51,51,51,51,0,20,C_ref_y
LIRCMOP6_BC,1,ref_y,100000,100145,458,159,1,0.53,159,0,0.0144599594203782,0.0574200858971339,159,20,4,0.00826790078519058,20.125786163522,0.1933388256006,0.455332338119557,0,20,0,20,4,0.125786163522013,0.00406009855830725,0.00690651076657687,0,0.00702747978757273,NaN,0.75,0.039724885912129,0.0377358490566038,0.00425199639033653,0.00718664919325858,0.00718664919325858,NaN,0.2,400,167,734,734,404,330,324,65,100,65,10433,2536,160,160,160,160,159,159,159,159,159,0,20,C_ref_y
LIRCMOP7_BC,1,ref_y,10000,10116,47,83,1,0.29,83,0,0.00841195103567822,0.0260091847685859,83,20,4,0.0043159482086215,38.5542168674699,0.277943774379556,0.335182723982779,0,20,0,20,0,0.240963855421687,0.0173298522060297,0.0230666607157353,0,0.0399373983795309,NaN,0.7,0.0186200102453294,0,0.0317665258225725,0.0425126272415951,0.0425126272415951,NaN,0,400,72,544,544,377,167,186,47,86,35,3288,93,94,94,94,94,83,83,83,83,83,0,20,C_ref_y
LIRCMOP7_BC,1,ref_y,30000,30136,138,147,1,0.49,147,0,0.00109185670251763,0.00318523334119544,147,20,4,0.00764390827310072,21.7687074829932,0.235435126018408,0.331745346492901,0,20,0,20,2,0.136054421768707,0.0235285645667866,0.0315062994683917,0,0.0319103998008632,NaN,0.75,0.0211121446161469,0.0816326530612245,0.0320982025913568,0.0334229214466716,0.0334229214466716,NaN,0.1,400,141,682,682,386,296,289,56,100,56,8203,0,168,168,168,168,147,147,147,147,147,0,20,C_ref_y
LIRCMOP7_BC,1,ref_y,50000,50156,229,89,1,0.3,89,0,0.00199746093798138,0.00779376777345858,89,20,4,0.00462794446466642,35.9550561797753,0.286173259640951,0.49329514175399,0,20,0,20,0,0.224719101123595,0.00672084205133243,0.0101744604164548,0,0.02773061186906,NaN,1,0.0769912753503468,0,0.019457819165001,0.0280892142319645,0.0280892142319645,NaN,0,400,54,508,508,355,153,201,62,61,32,3496,4,96,96,96,96,89,89,89,89,89,0,20,C_ref_y
LIRCMOP7_BC,1,ref_y,70000,70176,320,183,1,0.61,183,0,0.00294262916325896,0.00823263438591475,183,20,4,0.00951588580937029,17.4863387978142,0.409119392876344,0.893615712151743,0,20,0,20,1,0.109289617486339,0.0176778478845925,0.0234988933047416,0,0.0258865683863326,NaN,1,0.0800824221072472,0.0327868852459016,0.0182542514664203,0.0259158001335072,0.0259158001335072,NaN,0.05,400,195,790,790,382,408,328,70,100,70,14847,23,210,210,210,210,183,183,183,183,183,0,20,C_ref_y
LIRCMOP7_BC,1,ref_y,100000,100096,456,225,1,0.75,225,0,0.00137738424135208,0.00417354225240842,225,20,4,0.0116998596016848,14.2222222222222,0.53937893755272,1.26820636814867,0,20,0,20,3,0.0888888888888889,0.0304280275184201,0.0603425917051441,0,0.0603592649896666,NaN,0.5,0.0153117015833664,0.08,0.0309922662643094,0.0604525053972394,0.0604525053972394,NaN,0.15,400,207,814,814,360,454,320,83,100,83,13738,0,249,249,249,249,225,225,225,225,225,0,20,C_ref_y
LIRCMOP8_BC,1,ref_y,10000,10166,48,108,1,0.36,108,0,0.0026823604653605,0.00747698407507898,108,20,4,0.00561593260880869,29.6296296296296,0.330795064766981,0.435378784822285,0,15,5,20,20,0.185185185185185,0.0183356208946229,0.0357562680699885,0,0.0400722148187183,NaN,0.85,0.0395661078583982,0.527777777777778,0.0210990262971311,0.0405817065992674,0.040345058893943,0.0422406585223069,1,400,120,640,640,478,162,267,52,61,42,6181,0,126,126,126,126,108,108,108,108,108,0,20,C_ref_y
LIRCMOP8_BC,1,ref_y,30000,30186,139,27,1,0.09,27,0,0.00168847821339574,0.00389166107897472,27,20,4,0.00140398315220217,100,0.37506308215223,0.590540481929754,0,20,0,20,1,0.740740740740741,0.0115978889493899,0.0182368422817866,0,0.0182368422817866,NaN,1,0.0910436910631365,0.222222222222222,0.0170596559394597,0.0206312016268248,0.0206312016268248,NaN,0.05,400,24,448,448,359,89,142,31,59,11,1031,2,30,30,30,30,27,27,27,27,27,0,20,C_ref_y
LIRCMOP8_BC,1,ref_y,50000,50206,230,132,1,0.44,132,0,0.00257108196021098,0.00695784547558804,132,20,4,0.0068639176329884,24.2424242424242,0.218764786189431,0.414125064961847,0,20,0,20,0,0.151515151515152,0.00796739325598225,0.0136825591857761,0,0.0174491812891004,NaN,0.75,0.04626167879969,0,0.00828639484463202,0.0177279969111327,0.0177279969111327,NaN,0,400,157,714,714,388,326,287,51,100,51,9189,5,152,152,152,152,132,132,132,132,132,0,20,C_ref_y
LIRCMOP8_BC,1,ref_y,70000,70006,320,225,1,0.75,225,0,0.0017727629727683,0.00484183359882228,225,20,4,0.0116998596016848,14.2222222222222,0.362344643261613,0.626891403250464,0,20,0,20,4,0.0888888888888889,0.0255456104662984,0.0623033498979759,0,0.0627900530996244,NaN,0.5,-0.00220806412562791,0.08,0.0290683646601287,0.0629013375035939,0.0629013375035939,NaN,0.2,400,210,820,820,366,454,329,81,100,81,14469,6,243,243,243,243,225,225,225,225,225,0,20,C_ref_y
LIRCMOP8_BC,1,ref_y,100000,100146,457,207,1,0.69,207,0,0.00180451902076504,0.00524061972652768,207,20,4,0.01076387083355,15.4589371980676,0.35519681890726,0.811779713410659,0,18,2,20,5,0.0966183574879227,0.0223130587577672,0.0868899886709554,0,0.100625566047638,NaN,0.6,0.021032585836732,0.0434782608695652,0.0226325451856491,0.101162923975314,0.0910855282719519,0.105901261943651,0.25,400,213,826,826,358,468,320,75,100,75,15635,0,225,225,225,225,207,207,207,207,207,0,20,C_ref_y
LIRCMOP9_BC,1,ref_y,10000,10201,47,42,1,0.14,42,0,0.00220508936922536,0.00521564548894204,42,20,4,0.00218397379231449,76.1904761904762,0.201048651886383,0.438890318927729,0,20,0,20,16,0.476190476190476,0.00034290330391529,0.00202315350487955,0,0.00239539914476716,NaN,0.25,-0.0413806881676115,0.142857142857143,0.0134940563198102,0.018228634552801,0.018228634552801,NaN,0.8,400,45,490,490,261,229,115,15,85,15,7610,92,42,42,42,42,42,42,42,42,42,0,20,C_ref_y
LIRCMOP9_BC,1,ref_y,30000,30038,138,84,1,0.28,84,0,0.00536592480116194,0.017927484451566,84,20,4,0.00436794758462898,38.0952380952381,0.0920986817925911,0.145733044350346,0,20,0,20,2,0.238095238095238,0.000257610379811359,0.00184162965992291,0,0.00184162965992291,NaN,0.6,0.017914573253056,0.142857142857143,0.00132365209928608,0.00253289382853846,0.00253289382853846,NaN,0.1,400,89,578,578,378,200,256,29,86,29,7393,242,84,84,84,84,84,84,84,84,84,0,20,C_ref_y
LIRCMOP9_BC,1,ref_y,50000,50058,229,63,1,0.21,63,0,0.00333929411693881,0.00909895036163721,63,20,4,0.00327596068847174,50.7936507936508,0.0653633795224211,0.0983324378055441,0,20,0,20,7,0.317460317460317,0.000161457717633444,0.000399147228901785,0,0.000399147228901785,NaN,0.7,0.00583871712107287,0.19047619047619,0.0013581381811133,0.0026311799103924,0.0026311799103924,NaN,0.35,400,65,530,530,289,241,206,25,96,21,4960,108,63,63,63,63,63,63,63,63,63,0,20,C_ref_y
LIRCMOP9_BC,1,ref_y,70000,70078,320,60,1,0.2,60,0,0.00255749721781726,0.00651411818305324,60,20,4,0.00311996256044927,53.3333333333333,0.0691646772662097,0.0986510991018918,0,20,0,20,4,0.333333333333333,0.000776763534325406,0.00139670467483355,0,0.00139670467483355,NaN,0.05,-0.0089803895395463,0.2,0.0010309941297733,0.00178639592112463,0.00178639592112463,NaN,0.2,400,74,548,548,266,282,210,21,82,21,7930,192,63,63,63,63,60,60,60,60,60,0,20,C_ref_y
LIRCMOP9_BC,1,ref_y,100000,100218,457,66,1,0.22,66,0,0.00219845556947837,0.00574882291336783,66,20,4,0.0034319588164942,48.4848484848485,0.0771638904185896,0.116605427563477,0,20,0,20,4,0.303030303030303,0.000310882194182025,0.000924085753143017,0,0.000924085753143017,NaN,0.7,0.0032433994021312,0.181818181818182,0.000857041952275313,0.00117369410574412,0.00117369410574412,NaN,0.2,400,81,562,562,262,300,208,23,96,22,7630,93,66,66,66,66,66,66,66,66,66,0,20,C_ref_y
LIRCMOP10_BC,1,ref_y,10000,10169,47,36,1,0.12,36,0,0.00624756128543806,0.0182680810668113,36,20,4,0.00187197753626956,88.8888888888889,0.208068412793626,0.340590973993416,0,20,0,20,0,0.555555555555556,0.000166680148024762,0.000200963841491669,0,0.00271148292861006,NaN,0.05,-0.0457636733514098,0,0.00325108863434726,0.00914065505092138,0.00914065505092138,NaN,0,400,35,470,470,380,90,210,14,68,12,4095,252,36,36,36,36,36,36,36,36,36,0,20,C_ref_y
LIRCMOP10_BC,1,ref_y,30000,30189,138,69,1,0.23,69,0,0.00746948418768725,0.0212770407152777,69,20,4,0.00358795694451667,46.3768115942029,0.0874649180188491,0.158003820370097,0,20,0,20,9,0.289855072463768,7.40846238688638e-05,0.000203178282394171,0,0.000375449611217752,NaN,0.7,0.00407282461766465,0.173913043478261,0.000510003527814837,0.000753603036555089,0.000753603036555089,NaN,0.45,400,60,520,520,328,192,244,30,78,23,5314,171,69,69,69,69,69,69,69,69,69,0,20,C_ref_y
LIRCMOP10_BC,1,ref_y,50000,50209,229,108,1,0.36,108,0,0.00717808325151385,0.0224486115079722,108,20,4,0.00561593260880869,29.6296296296296,0.0741901188037053,0.142324962602342,0,20,0,20,11,0.185185185185185,1.62311320418755e-05,5.79681707345655e-05,0,0.00136056145064645,NaN,1,0.00717809546512069,0.111111111111111,0.00149809179776777,0.00173784479886598,0.00173784479886598,NaN,0.55,400,108,616,616,363,253,277,43,100,43,6928,279,108,108,108,108,108,108,108,108,108,0,20,C_ref_y
LIRCMOP10_BC,1,ref_y,70000,70009,319,130,1,0.44,130,0,0.00377258970165012,0.014628851638253,130,20,4,0.00675991888097343,24.6153846153846,0.0973357914139852,0.24321990312954,0,20,0,20,4,0.153846153846154,0.000281802326392463,0.000406033160247873,0,0.000531233465444824,NaN,0.95,0.00520223361416651,0.0909090909090909,0.000477094334584102,0.000855202687172481,0.000855202687172481,NaN,0.2,400,123,646,646,372,274,296,51,100,51,7908,326,133,133,133,133,130,130,130,130,130,0,20,C_ref_y
LIRCMOP10_BC,1,ref_y,100000,100149,456,126,1,0.42,126,0,0.00919876107766782,0.0343876458402897,126,20,4,0.00655192137694348,25.3968253968254,0.104165695833353,0.209138553465698,0,20,0,20,5,0.158730158730159,0.000872181429053275,0.00147539558971154,0,0.00191961043703673,NaN,0.45,-0.0203434602930867,0.0952380952380952,0.00249888705413678,0.00277442967032946,0.00277442967032946,NaN,0.25,400,136,672,672,367,305,297,48,100,48,9776,331,129,129,129,129,126,126,126,126,126,0,20,C_ref_y
